GIST Output v4 spacing=0.5000 center=39.484000,35.880000,33.355000 dims=25,31,47 
voxel xcoord ycoord zcoord population g_O g_H dTStrans-dens(kcal/mol/A^3) dTStrans-norm(kcal/mol) dTSorient-dens(kcal/mol/A^3) dTSorient-norm(kcal/mol) dTSsix-dens(kcal/mol/A^3) dTSsix-norm(kcal/mol) Esw-dens(kcal/mol/A^3) Esw-norm(kcal/mol) Eww-dens(kcal/mol/A^3) Eww-norm-unref(kcal/mol) Dipole_x-dens(D/A^3) Dipole_y-dens(D/A^3) Dipole_z-dens(D/A^3) Dipole-dens(D/A^3) neighbor-dens(1/A^3) neighbor-norm order-norm
35685 45.484 35.88 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35686 45.484 35.88 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35687 45.484 35.88 28.855 0 0 0.239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35688 45.484 35.88 29.355 0 0 3.30539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35689 45.484 35.88 29.855 0 0 2.63473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35690 45.484 35.88 30.355 9 0.143713 0.323353 0 0 -0.00574091 -0.797348 0 0 -0.0313261 -4.35085 -0.0395806 -5.4973 -0.00425459 0.00599775 -0.00974871 0.0122111 0.0168 2.33333 0 
35691 45.484 35.88 30.855 3 0.143713 0.0598802 0 0 0.00149941 0.624752 0 0 -0.0159509 -6.64623 -0.00825692 -3.44038 0.000253702 0.000176745 -0.00321301 0.00322786 0.0048 2 0 
35692 45.484 35.88 31.355 0 0 0.0239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35693 45.484 35.88 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35694 45.484 35.88 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35695 45.484 35.88 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35696 45.484 35.88 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35697 45.484 35.88 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35698 45.484 35.88 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35699 45.484 35.88 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35700 45.484 35.88 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35701 45.484 35.88 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35702 45.484 35.88 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35703 45.484 35.88 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35704 45.484 35.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35705 45.484 35.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35706 45.484 35.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35707 45.484 35.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35708 45.484 35.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35709 45.484 35.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35710 45.484 35.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35711 45.484 35.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35712 45.484 35.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35713 45.484 35.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35714 45.484 35.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35715 45.484 35.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35716 45.484 35.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35717 45.484 35.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35718 45.484 35.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35719 45.484 35.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35720 45.484 36.38 21.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35721 45.484 36.38 22.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35722 45.484 36.38 22.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35723 45.484 36.38 23.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35724 45.484 36.38 23.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35725 45.484 36.38 24.355 0 0 0.0239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35726 45.484 36.38 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35727 45.484 36.38 25.355 6 0.502994 0.0958084 0 0 -0.00166877 -0.347661 0 0 -0.0487079 -10.1475 -0.00841191 -1.75248 0.0065881 -0.00211104 0.00592788 0.0091104 0.0128 2.66667 0 
35728 45.484 36.38 25.855 207 5.58084 0.215569 0 0 -0.284089 -1.71551 0 0 -2.47451 -14.9427 -0.0896075 -0.541108 0.0695185 -0.0544737 0.310687 0.322996 0.2944 1.77778 0 
35729 45.484 36.38 26.355 78 1.26946 0.658683 0 0 -0.15102 -2.42019 0 0 -0.978242 -15.677 -0.0476745 -0.764014 -0.0289211 -0.0231979 0.134888 0.139891 0.1064 1.70513 0 
35730 45.484 36.38 26.855 0 0 0.838323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35731 45.484 36.38 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35732 45.484 36.38 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35733 45.484 36.38 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35734 45.484 36.38 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35735 45.484 36.38 29.355 0 0 0.0598802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35736 45.484 36.38 29.855 0 0 0.203593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35737 45.484 36.38 30.355 0 0 0.0718563 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35738 45.484 36.38 30.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35739 45.484 36.38 31.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35740 45.484 36.38 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35741 45.484 36.38 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35742 45.484 36.38 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35743 45.484 36.38 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35744 45.484 36.38 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35745 45.484 36.38 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35746 45.484 36.38 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35747 45.484 36.38 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35748 45.484 36.38 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35749 45.484 36.38 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35750 45.484 36.38 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35751 45.484 36.38 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35752 45.484 36.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35753 45.484 36.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35754 45.484 36.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35755 45.484 36.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35756 45.484 36.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35757 45.484 36.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35758 45.484 36.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35759 45.484 36.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35760 45.484 36.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35761 45.484 36.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35762 45.484 36.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35763 45.484 36.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35764 45.484 36.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35765 45.484 36.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35766 45.484 36.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35767 45.484 36.88 21.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35768 45.484 36.88 22.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35769 45.484 36.88 22.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35770 45.484 36.88 23.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35771 45.484 36.88 23.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35772 45.484 36.88 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35773 45.484 36.88 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35774 45.484 36.88 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35775 45.484 36.88 25.855 15 0.45509 0.0359281 0 0 -0.0130456 -1.08714 0 0 -0.147426 -12.2855 -0.00820331 -0.68361 0.0140614 -0.00730589 0.0161127 0.0225991 0.0216 1.8 0 
35776 45.484 36.88 26.355 0 0 0.239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35777 45.484 36.88 26.855 0 0 0.419162 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35778 45.484 36.88 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35779 45.484 36.88 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35780 45.484 36.88 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35781 45.484 36.88 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35782 45.484 36.88 29.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35783 45.484 36.88 29.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35784 45.484 36.88 30.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35785 45.484 36.88 30.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35786 45.484 36.88 31.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35787 45.484 36.88 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35788 45.484 36.88 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35789 45.484 36.88 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35790 45.484 36.88 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35791 45.484 36.88 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35792 45.484 36.88 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35793 45.484 36.88 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35794 45.484 36.88 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35795 45.484 36.88 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35796 45.484 36.88 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35797 45.484 36.88 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35798 45.484 36.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35799 45.484 36.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35800 45.484 36.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35801 45.484 36.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35802 45.484 36.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35803 45.484 36.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35804 45.484 36.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35805 45.484 36.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35806 45.484 36.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35807 45.484 36.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35808 45.484 36.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35809 45.484 36.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35810 45.484 36.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35811 45.484 36.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35812 45.484 36.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35813 45.484 36.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35814 45.484 37.38 21.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35815 45.484 37.38 22.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35816 45.484 37.38 22.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35817 45.484 37.38 23.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35818 45.484 37.38 23.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35819 45.484 37.38 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35820 45.484 37.38 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35821 45.484 37.38 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35822 45.484 37.38 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35823 45.484 37.38 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35824 45.484 37.38 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35825 45.484 37.38 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35826 45.484 37.38 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35827 45.484 37.38 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35828 45.484 37.38 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35829 45.484 37.38 29.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35830 45.484 37.38 29.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35831 45.484 37.38 30.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35832 45.484 37.38 30.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35833 45.484 37.38 31.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35834 45.484 37.38 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35835 45.484 37.38 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35836 45.484 37.38 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35837 45.484 37.38 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35838 45.484 37.38 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35839 45.484 37.38 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35840 45.484 37.38 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35841 45.484 37.38 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35842 45.484 37.38 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35843 45.484 37.38 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35844 45.484 37.38 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35845 45.484 37.38 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35846 45.484 37.38 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35847 45.484 37.38 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35848 45.484 37.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35849 45.484 37.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35850 45.484 37.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35851 45.484 37.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35852 45.484 37.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35853 45.484 37.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35854 45.484 37.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35855 45.484 37.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35856 45.484 37.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35857 45.484 37.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35858 45.484 37.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35859 45.484 37.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35860 45.484 37.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35861 45.484 37.88 21.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35862 45.484 37.88 22.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35863 45.484 37.88 22.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35864 45.484 37.88 23.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35865 45.484 37.88 23.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35866 45.484 37.88 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35867 45.484 37.88 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35868 45.484 37.88 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35869 45.484 37.88 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35870 45.484 37.88 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35871 45.484 37.88 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35872 45.484 37.88 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35873 45.484 37.88 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35874 45.484 37.88 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35875 45.484 37.88 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35876 45.484 37.88 29.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35877 45.484 37.88 29.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35878 45.484 37.88 30.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35879 45.484 37.88 30.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35880 45.484 37.88 31.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35881 45.484 37.88 31.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35882 45.484 37.88 32.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35883 45.484 37.88 32.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35884 45.484 37.88 33.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35885 45.484 37.88 33.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35886 45.484 37.88 34.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35887 45.484 37.88 34.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35888 45.484 37.88 35.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35889 45.484 37.88 35.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35890 45.484 37.88 36.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35891 45.484 37.88 36.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35892 45.484 37.88 37.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35893 45.484 37.88 37.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35894 45.484 37.88 38.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35895 45.484 37.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35896 45.484 37.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35897 45.484 37.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35898 45.484 37.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35899 45.484 37.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35900 45.484 37.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35901 45.484 37.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35902 45.484 37.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35903 45.484 37.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35904 45.484 37.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35905 45.484 37.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35906 45.484 37.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35907 45.484 37.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35908 45.484 38.38 21.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35909 45.484 38.38 22.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35910 45.484 38.38 22.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35911 45.484 38.38 23.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35912 45.484 38.38 23.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35913 45.484 38.38 24.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35914 45.484 38.38 24.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35915 45.484 38.38 25.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35916 45.484 38.38 25.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35917 45.484 38.38 26.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35918 45.484 38.38 26.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35919 45.484 38.38 27.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35920 45.484 38.38 27.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
35921 45.484 38.38 28.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
