GIST Output v4 spacing=0.5000 center=39.484000,35.880000,33.355000 dims=25,31,47 
voxel xcoord ycoord zcoord population g_O g_H dTStrans-dens(kcal/mol/A^3) dTStrans-norm(kcal/mol) dTSorient-dens(kcal/mol/A^3) dTSorient-norm(kcal/mol) dTSsix-dens(kcal/mol/A^3) dTSsix-norm(kcal/mol) Esw-dens(kcal/mol/A^3) Esw-norm(kcal/mol) Eww-dens(kcal/mol/A^3) Eww-norm-unref(kcal/mol) Dipole_x-dens(D/A^3) Dipole_y-dens(D/A^3) Dipole_z-dens(D/A^3) Dipole-dens(D/A^3) neighbor-dens(1/A^3) neighbor-norm order-norm
17984 39.484 33.38 36.855 195 6.63473 1.35329 -0.244952 -1.5702 -0.308565 -1.97798 -0.540818 -3.46678 -2.3153 -14.8417 -0.541276 -3.46972 -0.198741 0.020354 0.230411 0.304961 0.6 3.84615 0 
17985 39.484 33.38 37.355 250 4.38323 0.730539 -0.313682 -1.56841 -0.409704 -2.04852 -0.770489 -3.85245 -3.18847 -15.9423 -0.644101 -3.2205 -0.23573 -0.0714875 0.318675 0.402782 0.7176 3.588 0 
17986 39.484 33.38 37.855 0 0 2.0479 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17987 39.484 33.38 38.355 0 0 0.407186 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17988 39.484 33.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17989 39.484 33.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17990 39.484 33.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17991 39.484 33.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17992 39.484 33.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17993 39.484 33.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17994 39.484 33.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17995 39.484 33.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17996 39.484 33.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17997 39.484 33.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17998 39.484 33.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
17999 39.484 33.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18000 39.484 33.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18001 39.484 33.88 21.855 31 0.766467 1.01796 0 0 -0.00547643 -0.220824 0 0 -0.00463151 -0.186755 -0.243345 -9.8123 0.0113251 0.0104669 0.00349312 0.0158119 0.128 5.16129 0 
18002 39.484 33.88 22.355 36 0.934132 0.958084 0.0100865 0.350227 -0.000227817 -0.00791032 0.00319441 0.110917 -0.00485242 -0.168487 -0.266677 -9.25962 -9.53092e-05 0.00837948 0.00201846 0.00861968 0.1552 5.38889 0 
18003 39.484 33.88 22.855 44 0.982036 1.05389 8.82844e-06 0.000250808 -0.00203311 -0.0577588 -0.0045089 -0.128094 -0.0142232 -0.404069 -0.331323 -9.41257 -0.00257321 0.0148933 -0.0105716 0.0184443 0.1776 5.04545 0 
18004 39.484 33.88 23.355 49 1.07784 1.07784 -0.00383083 -0.0977252 -0.00988995 -0.252295 -0.00906612 -0.231279 -0.0372773 -0.950951 -0.359573 -9.17279 0.0135781 -0.00203473 -0.00863089 0.0162172 0.1952 4.97959 0 
18005 39.484 33.88 23.855 66 1.48503 1.08982 -0.00746328 -0.14135 -0.0105228 -0.199295 -0.0246929 -0.467668 -0.0688484 -1.30395 -0.501601 -9.50003 0.0185471 -0.0072994 -0.0203536 0.0284876 0.256 4.84848 0 
18006 39.484 33.88 24.355 67 1.60479 1.4012 -0.0137087 -0.255758 -0.0100986 -0.188407 -0.0358167 -0.668222 -0.0718633 -1.34073 -0.494313 -9.22225 0.00294091 -0.0103064 -0.00970383 0.014458 0.2568 4.79104 0 
18007 39.484 33.88 24.855 100 2.34731 2.19162 -0.0483768 -0.60471 -0.0423371 -0.529214 -0.0820615 -1.02577 -0.126756 -1.58444 -0.745514 -9.31892 -0.00508883 -0.0216945 -0.0210057 0.0306233 0.3512 4.39 0 
18008 39.484 33.88 25.355 137 3.01796 1.90419 -0.0774427 -0.706594 -0.0618567 -0.564386 -0.127054 -1.15925 -0.245012 -2.23551 -0.922688 -8.41869 -0.0351303 -0.0528284 -0.0403715 0.0751986 0.4624 4.21898 0 
18009 39.484 33.88 25.855 152 3.9521 1.97605 -0.106328 -0.874407 -0.0760977 -0.625803 -0.162613 -1.33728 -0.355919 -2.92697 -1.0054 -8.2681 -0.0448429 -0.0600794 -0.0968726 0.122494 0.4968 4.08553 0 
18010 39.484 33.88 26.355 50 1.31737 0.826347 -0.02071 -0.51775 -0.033369 -0.834224 -0.0541878 -1.35469 -0.127528 -3.1882 -0.332509 -8.31273 -0.00703767 -0.0334306 -0.0356294 0.0493618 0.172 4.3 0 
18011 39.484 33.88 26.855 4 0.11976 0.335329 0.00103126 0.322269 -0.00222903 -0.696572 -0.00277431 -0.866971 -0.00950066 -2.96896 -0.023317 -7.28657 -0.00148083 -0.00382369 -0.00248637 0.00479536 0.012 3.75 0 
18012 39.484 33.88 27.355 0 0 0.0598802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18013 39.484 33.88 27.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18014 39.484 33.88 28.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18015 39.484 33.88 28.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18016 39.484 33.88 29.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18017 39.484 33.88 29.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18018 39.484 33.88 30.355 0 0 0.131737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18019 39.484 33.88 30.855 9 0.359281 0.443114 0.00296929 0.412401 -0.00183205 -0.254451 -0.00433158 -0.601608 -0.00822179 -1.14192 -0.0606481 -8.42334 -0.00118952 -0.00254789 0.00174177 0.00330764 0.028 3.88889 0 
18020 39.484 33.88 31.355 14 0.191617 0.39521 -0.000773029 -0.0690204 -0.00423933 -0.378512 -0.0100158 -0.894272 -0.035136 -3.13714 -0.0819034 -7.3128 -0.000857196 -0.00361646 0.0117596 0.012333 0.048 4.28571 0 
18021 39.484 33.88 31.855 4 0.0958084 0.383234 0.00175659 0.548934 -0.00219956 -0.687363 -0.00266607 -0.833145 -0.000428898 -0.134031 -0.0261181 -8.16191 -0.00346881 -0.00259955 -0.000751146 0.00439938 0.0112 3.5 0 
18022 39.484 33.88 32.355 0 0 0.311377 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18023 39.484 33.88 32.855 2 0.0239521 0.323353 0.00291484 1.82177 -0.00166293 -1.03933 -0.000339594 -0.212247 -0.00323214 -2.02009 -0.00901752 -5.63595 0.00188879 -0.00124977 0.00293233 0.00370514 0.0072 4.5 0 
18024 39.484 33.88 33.355 8 0.11976 0.491018 0.00423356 0.661494 -0.0013952 -0.218 0.00152657 0.238527 -0.014514 -2.26781 -0.0425651 -6.6508 0.00117699 -0.00611101 0.00673865 0.00917274 0.0288 4.5 0 
18025 39.484 33.88 33.855 20 0.526946 1.18563 0.00653813 0.408633 -0.0121596 -0.759977 -0.0017581 -0.109881 -0.0201193 -1.25746 -0.134205 -8.38782 -0.0103709 -0.0170276 0.00295115 0.0201545 0.0736 4.6 0 
18026 39.484 33.88 34.355 64 1.55689 1.48503 -0.01046 -0.204297 -0.0407269 -0.795447 -0.0521202 -1.01797 -0.144307 -2.81849 -0.372009 -7.2658 -0.0405956 -0.0183456 0.0485549 0.065895 0.2648 5.17188 0 
18027 39.484 33.88 34.855 50 1.00599 0.898204 -0.00801412 -0.200353 -0.0550458 -1.37615 -0.0656154 -1.64039 -0.129297 -3.23243 -0.336008 -8.4002 -0.0585227 -0.0179565 0.0223575 0.0651705 0.1952 4.88 0 
18028 39.484 33.88 35.355 47 1.12575 0.622755 0.000688275 0.0183052 -0.066581 -1.77077 -0.0676945 -1.80039 -0.159563 -4.24369 -0.320695 -8.52913 -0.0620979 -0.00194502 0.0161676 0.0641975 0.1736 4.61702 0 
18029 39.484 33.88 35.855 15 0.287425 0.419162 0.00828699 0.690582 -0.0215042 -1.79201 -0.0168726 -1.40605 -0.0535694 -4.46412 -0.103926 -8.66046 -0.022203 0.00440715 0.000501072 0.0226418 0.0536 4.46667 0 
18030 39.484 33.88 36.355 3 0.0958084 0.155689 0.0027761 1.15671 -0.00296554 -1.23564 -0.00280905 -1.17044 -0.0254909 -10.6212 -0.0155793 -6.49139 -0.00415228 0.00140627 0.00292933 0.00527257 0.0072 3 0 
18031 39.484 33.88 36.855 239 8.16766 1.54491 -0.283388 -1.48216 -0.396271 -2.07255 -0.701669 -3.66982 -3.02859 -15.8399 -0.800942 -4.18903 -0.245671 -0.0723394 0.274192 0.375191 0.6184 3.23431 0 
18032 39.484 33.88 37.355 523 10.6108 0.227545 -0.799086 -1.90986 -0.865415 -2.06839 -1.65764 -3.96186 -7.03206 -16.807 -1.55749 -3.72249 -0.498487 -0.354684 0.608217 0.86268 1.2632 3.01912 0 
18033 39.484 33.88 37.855 0 0 3.16168 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18034 39.484 33.88 38.355 0 0 1.90419 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18035 39.484 33.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18036 39.484 33.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18037 39.484 33.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18038 39.484 33.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18039 39.484 33.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18040 39.484 33.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18041 39.484 33.88 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18042 39.484 33.88 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18043 39.484 33.88 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18044 39.484 33.88 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18045 39.484 33.88 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18046 39.484 33.88 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18047 39.484 33.88 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18048 39.484 34.38 21.855 39 0.886228 1.00599 0 0 -0.00369325 -0.118373 0 0 -0.021089 -0.67593 -0.294983 -9.45459 0.0221152 0.00356721 -0.0129301 0.0258649 0.164 5.25641 0 
18049 39.484 34.38 22.355 48 0.982036 1.30539 -0.0022224 -0.0578751 -0.00194196 -0.050572 -0.00590944 -0.153892 -0.0311864 -0.812146 -0.367958 -9.58225 -0.00314784 -0.00152155 -0.0198128 0.0201189 0.1888 4.91667 0 
18050 39.484 34.38 22.855 77 1.86826 1.50898 -0.0241332 -0.391773 -0.00539075 -0.0875122 -0.0242838 -0.394217 -0.0644272 -1.0459 -0.562442 -9.13055 -0.00272477 -0.00438068 -0.0237224 0.0242769 0.3104 5.03896 0 
18051 39.484 34.38 23.355 78 1.7006 1.29341 -0.0230278 -0.369036 -0.0137438 -0.220253 -0.0418084 -0.670007 -0.0958641 -1.53628 -0.556482 -8.91798 0.0240447 -0.0114094 -0.0332115 0.0425597 0.2832 4.53846 0 
18052 39.484 34.38 23.855 83 2.05988 1.28144 -0.031589 -0.475737 -0.0279892 -0.421524 -0.0627368 -0.944831 -0.103699 -1.56173 -0.598158 -9.0084 -0.0100259 -0.0322105 -0.00881487 0.0348674 0.3064 4.61446 0 
18053 39.484 34.38 24.355 57 1.34132 1.30539 -0.0274836 -0.602711 -0.0183251 -0.401867 -0.0368271 -0.807611 -0.0569497 -1.2489 -0.418556 -9.17887 0.000685071 -0.017664 0.00405569 0.0181365 0.212 4.64912 0 
18054 39.484 34.38 24.855 26 0.646707 1.38922 0.000250812 0.0120583 -0.00684415 -0.329046 -0.0113239 -0.544417 -0.0253638 -1.21941 -0.179477 -8.6287 -0.00407087 -0.0107513 0.00212323 0.0116906 0.0904 4.34615 0 
18055 39.484 34.38 25.355 10 0.335329 0.838323 0.000461816 0.057727 0.00362718 0.453398 -0.00453939 -0.567424 -0.00745986 -0.932482 -0.0614614 -7.68268 -6.98058e-05 -0.00136795 -0.00168443 0.00217105 0.0312 3.9 0 
18056 39.484 34.38 25.855 16 0.479042 0.694611 -0.00384695 -0.300543 -0.00847991 -0.662493 -0.0213273 -1.66619 -0.037017 -2.89195 -0.0981288 -7.66631 0.00152884 -0.0145681 -0.00781335 0.0166016 0.0544 4.25 0 
18057 39.484 34.38 26.355 19 0.550898 0.562874 -0.00531964 -0.349976 -0.0186017 -1.2238 -0.0203033 -1.33574 -0.0540602 -3.55659 -0.111854 -7.35881 -0.00934975 -0.0143585 -0.0127476 0.0213561 0.0552 3.63158 0 
18058 39.484 34.38 26.855 5 0.191617 0.167665 0.00235779 0.589448 -0.000231542 -0.0578855 -0.00233914 -0.584786 -0.00932125 -2.33031 -0.0342862 -8.57156 -0.000154805 -0.0033737 -0.00664077 0.00745021 0.0168 4.2 0 
18059 39.484 34.38 27.355 0 0 0.0359281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18060 39.484 34.38 27.855 0 0 0.0239521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18061 39.484 34.38 28.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18062 39.484 34.38 28.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18063 39.484 34.38 29.355 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18064 39.484 34.38 29.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18065 39.484 34.38 30.355 0 0.0239521 0.131737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18066 39.484 34.38 30.855 34 1.02994 0.51497 -0.00562682 -0.206868 -0.00768748 -0.282628 -0.0243444 -0.895017 -0.0755081 -2.77603 -0.208012 -7.64751 -0.00647749 -0.00926824 0.0219559 0.0246966 0.1096 4.02941 0 
18067 39.484 34.38 31.355 74 1.91617 0.850299 -0.0293713 -0.496137 -0.0581679 -0.982566 -0.0868382 -1.46686 -0.249123 -4.20816 -0.431438 -7.2878 -0.0102586 -0.00144416 0.079753 0.0804231 0.2344 3.95946 0 
18068 39.484 34.38 31.855 45 1.05389 1.12575 -0.00861037 -0.239177 -0.0182518 -0.506994 -0.0269156 -0.747655 -0.128809 -3.57802 -0.268346 -7.45405 0.00451907 0.00710163 0.0420893 0.0429227 0.1456 4.04444 0 
18069 39.484 34.38 32.355 22 0.526946 1.01796 0.00710257 0.403555 -0.00858236 -0.487634 -0.00684718 -0.389044 -0.0348735 -1.98145 -0.136079 -7.73176 -0.0109947 -9.3818e-05 0.0107516 0.0153783 0.0728 4.13636 0 
18070 39.484 34.38 32.855 22 0.502994 0.814371 0.00516893 0.293689 -0.00878732 -0.499279 -0.00552804 -0.314093 -0.0344464 -1.95718 -0.131612 -7.47798 -0.00351507 -0.00142279 0.0108192 0.0114646 0.076 4.31818 0 
18071 39.484 34.38 33.355 25 0.742515 0.97006 0.00896957 0.448478 -0.0126018 -0.630091 -0.0128415 -0.642077 -0.0468175 -2.34087 -0.133767 -6.68835 -0.00886551 0.00044792 0.0151743 0.01758 0.0776 3.88 0 
18072 39.484 34.38 33.855 44 1.1497 1.37725 -0.00288426 -0.0819392 -0.021734 -0.617444 -0.0254476 -0.722944 -0.0613776 -1.74368 -0.257921 -7.32729 -0.0363491 -0.0113941 0.00930341 0.0392127 0.1688 4.79545 0 
18073 39.484 34.38 34.355 38 0.862275 1.48503 0.00752065 0.24739 -0.0427724 -1.40699 -0.0466442 -1.53435 -0.0940989 -3.09536 -0.210417 -6.92161 -0.044914 -0.0195131 0.034943 0.0601585 0.1664 5.47368 0 
18074 39.484 34.38 34.855 26 0.502994 0.682635 0.00626485 0.301195 -0.0338707 -1.6284 -0.0254476 -1.22344 -0.0799719 -3.84481 -0.165104 -7.9377 -0.0299195 0.00208985 0.017275 0.0346117 0.0984 4.73077 0 
18075 39.484 34.38 35.355 13 0.263473 0.742515 0.00764886 0.735467 -0.0172857 -1.66209 -0.0110345 -1.06101 -0.0384746 -3.69948 -0.0859933 -8.26858 -0.0148035 0.00689019 -0.000977581 0.0163577 0.0472 4.53846 0 
18076 39.484 34.38 35.855 3 0.0718563 0.263473 0.00361699 1.50708 0.00128147 0.533947 -0.00235059 -0.979412 -0.0139418 -5.8091 -0.0220715 -9.19646 -0.00342401 0.000240977 0.00123402 0.00364757 0.0112 4.66667 0 
18077 39.484 34.38 36.355 0 0 0.299401 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18078 39.484 34.38 36.855 181 6.87425 1.68862 -0.218787 -1.51096 -0.306 -2.11326 -0.515635 -3.56102 -2.35981 -16.2971 -0.654221 -4.5181 -0.227091 -0.0701634 0.164279 0.288931 0.4096 2.82873 0 
18079 39.484 34.38 37.355 544 11.018 0.239521 -0.785849 -1.80572 -0.923354 -2.12168 -1.78119 -4.09281 -7.67678 -17.6397 -1.76905 -4.06491 -0.713181 -0.232247 0.454382 0.876943 1.228 2.82169 0 
18080 39.484 34.38 37.855 0 0 5.65269 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18081 39.484 34.38 38.355 0 0 8.52695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18082 39.484 34.38 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18083 39.484 34.38 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18084 39.484 34.38 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18085 39.484 34.38 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18086 39.484 34.38 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18087 39.484 34.38 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18088 39.484 34.38 41.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18089 39.484 34.38 42.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18090 39.484 34.38 42.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18091 39.484 34.38 43.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18092 39.484 34.38 43.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18093 39.484 34.38 44.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18094 39.484 34.38 44.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18095 39.484 34.88 21.855 44 1.07784 1.61677 0 0 -0.00163087 -0.0463315 0 0 -0.0317509 -0.902014 -0.327969 -9.31729 0.0122198 -0.00332664 -0.0120065 0.0174512 0.1688 4.79545 0 
18096 39.484 34.88 22.355 65 1.46108 1.42515 -0.00870055 -0.167318 -0.012437 -0.239172 -0.0256596 -0.493454 -0.0462921 -0.890232 -0.459568 -8.83784 -0.000709322 0.00718782 -0.015924 0.0174855 0.2424 4.66154 0 
18097 39.484 34.88 22.855 96 2.34731 1.55689 -0.0560387 -0.72967 -0.0122819 -0.159921 -0.0561697 -0.731376 -0.0996364 -1.29735 -0.67432 -8.78021 -0.0175362 0.00678218 -0.045452 0.0491874 0.352 4.58333 0 
18098 39.484 34.88 23.355 98 2.56287 1.24551 -0.0405832 -0.517643 -0.0203179 -0.259158 -0.065536 -0.835918 -0.112959 -1.4408 -0.67199 -8.5713 -0.0190977 0.00945662 -0.0479945 0.0525131 0.36 4.59184 0 
18099 39.484 34.88 23.855 52 1.1976 1.02994 -0.0139201 -0.334617 -0.0112645 -0.270781 -0.0235839 -0.566921 -0.0456474 -1.09729 -0.378215 -9.09171 -0.0209542 0.00184555 -0.0184147 0.0279569 0.1856 4.46154 0 
18100 39.484 34.88 24.355 5 0.143713 0.526946 0.00322706 0.806766 -0.00197446 -0.493616 -0.000908268 -0.227067 -0.00281332 -0.70333 -0.0367683 -9.19207 0.000730413 -0.00215507 -0.000356287 0.00230321 0.0192 4.8 0 
18101 39.484 34.88 24.855 0 0.0239521 0.107784 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18102 39.484 34.88 25.355 0 0 0.0598802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18103 39.484 34.88 25.855 0 0 0.0838323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18104 39.484 34.88 26.355 0 0 0.0958084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18105 39.484 34.88 26.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18106 39.484 34.88 27.355 0 0 0.0479042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18107 39.484 34.88 27.855 0 0 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18108 39.484 34.88 28.355 0 0.0239521 0.011976 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18109 39.484 34.88 28.855 0 0 0.0479042 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18110 39.484 34.88 29.355 0 0 0.143713 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18111 39.484 34.88 29.855 0 0 0.155689 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18112 39.484 34.88 30.355 2 0.0239521 0.323353 0.00135996 0.849972 0.00108235 0.676467 0.00145242 0.907764 -0.00285414 -1.78384 -0.0105225 -6.57656 0.000812142 0.00341834 0.000625221 0.00356869 0.0088 5.5 0 
18113 39.484 34.88 30.855 49 1.38922 0.646707 -0.0112299 -0.286477 -0.0335013 -0.854625 -0.053312 -1.36 -0.178128 -4.54409 -0.271003 -6.91335 -0.00279613 0.0117372 0.0518786 0.0532632 0.1616 4.12245 0 
18114 39.484 34.88 31.355 134 3.37725 1.38922 -0.0779976 -0.727589 -0.103199 -0.962676 -0.176517 -1.64662 -0.502644 -4.68885 -0.741489 -6.91688 0.0258209 0.0712933 0.137178 0.15674 0.4176 3.89552 0 
18115 39.484 34.88 31.855 82 1.91617 2.13174 -0.025867 -0.394315 -0.0311249 -0.474465 -0.0581708 -0.886749 -0.232344 -3.54183 -0.475138 -7.24296 0.00778732 0.0116296 0.0610301 0.0626144 0.2584 3.93902 0 
18116 39.484 34.88 32.355 69 1.7006 1.64072 -0.0102891 -0.186397 -0.024151 -0.437519 -0.0427467 -0.774397 -0.137482 -2.49062 -0.416053 -7.53719 -0.0125791 0.0233655 0.0302517 0.0402411 0.228 4.13043 0 
18117 39.484 34.88 32.855 63 1.46108 1.26946 -0.0107794 -0.213877 -0.0279049 -0.553669 -0.0410588 -0.814659 -0.0961028 -1.9068 -0.40783 -8.09186 -0.0254179 0.0156695 0.0142629 0.0330913 0.2176 4.31746 0 
18118 39.484 34.88 33.355 73 1.65269 1.42515 -0.0183738 -0.31462 -0.0460858 -0.78914 -0.0604417 -1.03496 -0.114846 -1.96654 -0.465676 -7.9739 -0.0599253 -0.0188028 0.0284602 0.0689533 0.2456 4.20548 0 
18119 39.484 34.88 33.855 64 1.36527 1.53293 -0.00794707 -0.155216 -0.0397831 -0.777015 -0.054652 -1.06742 -0.115327 -2.25248 -0.377342 -7.36996 -0.0593018 -0.00394883 0.0344291 0.0686852 0.2592 5.0625 0 
18120 39.484 34.88 34.355 50 0.982036 1.48503 0.000644598 0.016115 -0.0273833 -0.684582 -0.0410798 -1.02699 -0.113992 -2.84981 -0.271121 -6.77804 -0.0570264 -0.00617159 0.0359054 0.0676705 0.208 5.2 0 
18121 39.484 34.88 34.855 27 0.479042 0.97006 -0.00167367 -0.0774846 -0.0261162 -1.20908 -0.0239982 -1.11103 -0.074069 -3.42912 -0.17799 -8.2403 -0.033843 -0.00363139 0.01558 0.0374336 0.1024 4.74074 0 
18122 39.484 34.88 35.355 2 0.0479042 1.36527 0.00263279 1.64549 0.000819668 0.512293 -0.00180482 -1.12801 -0.0062981 -3.93632 -0.00893834 -5.58647 -0.00354222 -0.00072226 0.000148418 0.00361815 0.0064 4 0 
18123 39.484 34.88 35.855 1 0.0239521 0.335329 0.00213603 2.67003 0 0 0.000173625 0.217032 -0.0050456 -6.307 -0.00413626 -5.17033 -0.00166056 -0.000617942 0.000622245 0.0018779 0.0032 4 0 
18124 39.484 34.88 36.355 1 0.0239521 0.191617 0.00165685 2.07107 0 0 -0.00014388 -0.17985 -0.00980506 -12.2563 -0.00343457 -4.29321 -0.0016491 0.000528017 0.000726764 0.00187791 0.0008 1 0 
18125 39.484 34.88 36.855 135 5.05389 1.04192 -0.134655 -1.2468 -0.243928 -2.25859 -0.390094 -3.61198 -1.78221 -16.502 -0.463912 -4.29548 -0.202134 -0.0261561 0.100257 0.227143 0.28 2.59259 0 
18126 39.484 34.88 37.355 1377 28.0958 0.131737 -2.51581 -2.28377 -2.68081 -2.43356 -5.29349 -4.80528 -20.6777 -18.7706 -4.10256 -3.72419 -2.18709 -0.410936 0.807441 2.36732 2.8568 2.59332 0 
18127 39.484 34.88 37.855 8 0.11976 3.17365 -0.00413817 -0.646589 -0.0192748 -3.01169 -0.0270862 -4.23222 -0.121344 -18.96 -0.0189782 -2.96534 -0.0135108 -0.00323845 0.00366559 0.0143689 0.0136 2.125 0 
18128 39.484 34.88 38.355 0 0 9.13772 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18129 39.484 34.88 38.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18130 39.484 34.88 39.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18131 39.484 34.88 39.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18132 39.484 34.88 40.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18133 39.484 34.88 40.855 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
18134 39.484 34.88 41.355 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
